record_id,pdf_page_start,pdf_page_end,row_type,section,chapter,text
2285,273,273,paragraph,Luke,23,"42, 43. Dying Sinner Lays Hold on Dying Saviour.--To the last of His work Christ is a sinpardoner. At deepest midnight, as the Star of Bethlehem was about to sink into oblivion, lo there shines amid the moral darkness with distinct brightness the faith of a dying sinner as he lays hold upon a dying Saviour. {5BC 1124.14}"
2286,273,273,paragraph,Luke,23,"Such faith may be represented by the eleventh hour laborers who receive as much reward as do those who have labored for many hours. The thief asked in faith, in penitence, in contrition. He asked in earnestness, as if he fully realized that Jesus could save him if He would. And the hope in his voice was mingled with anguish as he realized that if He did not, he would be lost, eternally lost. He cast his helpless, dying soul and body on Jesus Christ (MS 52, 1897). {5BC 1125.1}"
2287,273,273,paragraph,Luke,23,44. See EGW on Matt. 27:45. {5BC 1125.2}
2288,273,273,paragraph,Luke,23,45. See EGW on Matt. 27:51. {5BC 1125.3}
2289,273,273,paragraph,Luke,23,46. See EGW on Matt. 27:50; John 19:30. {5BC 1125.4}
2290,273,273,paragraph,Luke,23,"46, 47. See EGW on Matt. 27:45, 46. {5BC 1125.5}"
2291,273,273,paragraph,Luke,23,47. See EGW on Matt. 27:54. {5BC 1125.6}
2292,273,273,chapter_heading,Luke,24,Chapter 24
2293,273,273,paragraph,Luke,24,"1. See EGW on Mark 16:1, 2. {5BC 1125.7}"
2294,273,273,paragraph,Luke,24,"5,6. See EGW on Mark 16:6. {5BC 1125.8}"
2295,273,273,paragraph,Luke,24,"13-15 (Matt. 27:42; Mark 15:31). Grief, Fear, and Wonder Mingled.--Those strong men were so burdened with grief that they wept as they traveled on. Christ's pitying heart of love saw here a sorrow which He could relieve. The disciples were reasoning with each other concerning the events of the past few days, and marveling how the fact of Jesus yielding Himself up to a shameful death could be reconciled with His claims as the Son of God. {5BC 1125.9}"
2296,273,273,paragraph,Luke,24,"One maintained that He could be no pretender, but had been Himself deceived in regard to His mission and His future glory. They both feared that what His enemies had flung in His teeth was too true--""He saved others; himself he cannot save."" Yet they wondered how He could be so mistaken in Himself, when He had given them such repeated evidence that He could read the hearts of others. And the strange reports of the women threw them into still greater uncertainty (3SP 207). {5BC 1125.10}"
2297,274,274,paragraph,Luke,24,"13-31. Understanding Bible of First Importance.--Jesus did not first reveal Himself in His true character to them, and then open the Scriptures to their minds; for He knew that they would be so overjoyed to see Him again, risen from the dead, that their souls would be satisfied. They would not hunger for the sacred truths which He wished to impress indelibly upon their minds, that they might impart them to others, who should in their turn spread the precious knowledge, until thousands of people should receive the light given that day to the despairing disciples as they journeyed to Emmaus. {5BC 1125.11}"
2298,274,274,paragraph,Luke,24,"He maintained His disguise till He had interpreted the Scriptures, and had led them to an intelligent faith in His life, His character, His mission to earth, and His death and resurrection. He wished the truth to take firm root in their minds, not because it was supported by His personal testimony, but because the typical law, and the prophets of the Old Testament, agreeing with the facts of His life and death, presented unquestionable evidence of that truth. When the object of His labors with the two disciples was gained, He revealed Himself to them, that their joy might be full, and then vanished from their sight (ST Oct. 6, 1909). {5BC 1125.12}"
2299,274,274,paragraph,Luke,24,"15, 16. Jesus Smooths Hard Paths.--This mighty conqueror of death, who had reached to the very depths of human misery to rescue a lost world, assumed the humble task of walking with the two disciples to Emmaus, to teach and comfort them. Thus He ever identifies Himself with His suffering and perplexed people. In our hardest and most trying paths, lo, Jesus is with us to smooth the way. He is the same Son of man, with the same sympathies and love which He had before He passed through the tomb and ascended to His Father (3SP 212). {5BC 1125.13}"
2300,274,274,paragraph,Luke,24,"39 (Acts 1:9-11). Christ Took Humanity With Him.--Christ ascended to heaven, bearing a sanctified, holy humanity. He took this humanity with Him into the heavenly courts, and through the eternal ages He will bear it, as the One who has redeemed every human being in the city of God, the One who has pleaded before the Father, ""I have graven them upon the palms of my hands."" The palms of His hands bear the marks of the wounds that He received. If we are wounded and bruised, if we meet with difficulties that are hard to manage, let us remember how much Christ suffered for us. Let us sit together with our brethren in heavenly places in Christ. Let us bring heaven's blessing into our hearts (RH March 9, 1905). {5BC 1125.14}"
2301,274,274,paragraph,Luke,24,"Jesus took the nature of humanity, in order to reveal to man a pure, unselfish love, to teach us how to love one another. {5BC 1126.1}"
2302,274,274,paragraph,Luke,24,"As a man Christ ascended to heaven. As a man He is the substitute and surety for humanity. As a man He liveth to make intercession for us. He is preparing a place for all who love Him. As a man He will come again with power and glory, to receive His children. And that which should cause us joy and thanksgiving is, that God ""hath appointed a day, in the which he will judge the world in righteousness by that man whom he hath ordained."" Then we may have the assurance forever that the whole unfallen universe is interested in the grand work Jesus came to our world to accomplish, even the salvation of man (MS 16, 1890). {5BC 1126.2}"
2303,274,274,paragraph,Luke,24,"50, 51. See EGW on Acts 1:9-11."
2304,274,274,paragraph,Luke,24,- {5BC 1126.3}
2305,275,275,section_heading,John,,John
2306,275,275,chapter_heading,John,1,Chapter 1
2307,275,275,paragraph,John,1,"1-3 (Prov. 8:22-27; Rom. 9:5; Phil. 2:6; Col. 1:15-17; Heb. 1:8). The Eternity of Christ.--If Christ made all things, He existed before all things. The words spoken in regard to this are so decisive that no one need be left in doubt. Christ was God essentially, and in the highest sense. He was with God from all eternity. God over all, blessed forevermore. {5BC 1126.4}"
2308,275,275,paragraph,John,1,"The Lord Jesus Christ, the divine Son of God, existed from eternity, a distinct person, yet one with the Father. He was the surpassing glory of heaven. He was the commander of the heavenly intelligences, and the adoring homage of the angels was received by Him as His right. This was no robbery of God [Prov. 8:22-27 quoted]. {5BC 1126.5}"
2309,275,275,paragraph,John,1,"There are light and glory in the truth that Christ was One with the Father before the foundation of the world was laid. This is the light shining in a dark place, making it resplendent with divine, original glory. This truth, infinitely mysterious in itself, explains other mysterious and otherwise unexplainable truths, while it is enshrined in light unapproachable and incomprehensible (RH April 5, 1906). {5BC 1126.6}"
2310,275,275,paragraph,John,1,"1-3, 14 (Phil. 2:5-8; Col. 2:9; Heb. 1:6, 8; 2:14-17; see EGW on Mark 16:6). Divine-Human Saviour.--The apostle would call our attention from ourselves to the Author of our salvation. He presents before us His two natures, divine and human. Here is the description of the divine: ""Who, being in the form of God, thought it not robbery to be equal with God."" He was ""the brightness of his glory, and the express image of his person."" {5BC 1126.7}"
2311,275,275,paragraph,John,1,"Now, of the human: He ""was made in the likeness of men: and being found in fashion as a man, he humbled himself, and became obedient unto death."" He voluntarily assumed human nature. It was His own act, and by His own consent. He clothed His divinity with humanity. He was all the while as God, but He did not appear as God. He veiled the demonstrations of Deity, which had commanded the homage, and called forth the admiration, of the universe of God. He was God while upon earth, but He divested Himself of the form of God, and in its stead took the form and fashion of a man. He walked the earth as a man. For our sakes He became poor, that we through His poverty might be made rich. He laid aside His glory and His majesty. He was God, but the glories of the form of God He for a while relinquished. Though He walked among men in poverty, scattering His blessings wherever He went, at His word legions of angels would surround their Redeemer, and do Him homage. But He walked the earth unrecognized, unconfessed, with but few exceptions, by His creatures. The atmosphere was polluted with sin and curses, in place of the anthem of praise. His lot was poverty and humiliation. As He passed to and fro upon His mission of mercy to relieve the sick, to lift up the depressed, scarce a solitary voice called Him blessed, and the very greatest of the nation passed Him by with disdain. {5BC 1126.8}"
